City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
226,Almeria,ES,2022-01-13 02:53:05,37.1667,-2.3333,44.78,86,28,4.92,scattered clouds
227,Spas-Klepiki,RU,2022-01-13 02:54:06,55.1347,40.1767,1.62,98,90,3.83,snow
228,Zonguldak,TR,2022-01-13 02:54:06,41.25,31.8333,26.85,98,100,3.8,light snow
229,Santa Rosa,PH,2022-01-13 02:54:06,14.3122,121.1114,82.38,71,59,10.69,broken clouds
230,Fairbanks,US,2022-01-13 02:54:07,64.8378,-147.7164,15.93,85,100,0.0,overcast clouds
231,Meulaboh,ID,2022-01-13 02:54:07,4.1363,96.1285,80.11,77,87,2.86,overcast clouds
232,Anloga,GH,2022-01-13 02:54:07,5.7947,0.8973,82.62,81,100,11.16,light rain
233,Kavaratti,IN,2022-01-13 02:54:08,10.5669,72.642,78.51,68,98,10.65,overcast clouds
234,Ulladulla,AU,2022-01-13 02:54:08,-35.35,150.4667,77.9,71,52,9.08,light rain
235,Namatanai,PG,2022-01-13 02:54:08,-3.6667,152.4333,85.03,68,81,10.07,light rain
236,Gazanjyk,TM,2022-01-13 02:54:08,39.2446,55.5154,43.99,85,100,11.32,overcast clouds
237,Salinas,US,2022-01-13 02:51:08,36.6777,-121.6555,61.68,60,0,3.44,clear sky
238,San Matias,BO,2022-01-13 02:54:09,-16.3667,-58.4,78.06,68,50,4.68,scattered clouds
239,Ellington,US,2022-01-13 02:53:23,41.904,-72.4698,32.9,72,58,4.32,broken clouds
240,Goundam,ML,2022-01-13 02:54:09,16.4145,-3.6708,66.51,10,50,9.46,scattered clouds
241,Kemijarvi,FI,2022-01-13 02:54:10,66.7131,27.4306,31.1,77,100,13.51,overcast clouds
242,Luanda,AO,2022-01-13 02:51:48,-8.8368,13.2343,75.56,80,100,4.59,overcast clouds
243,Kudahuvadhoo,MV,2022-01-13 02:54:10,2.6708,72.8944,81.88,72,100,7.34,overcast clouds
244,Big Spring,US,2022-01-13 02:54:10,32.2504,-101.4787,53.55,33,0,1.01,clear sky
245,Zhengjiatun,CN,2022-01-13 02:54:11,43.5064,123.5064,4.26,73,5,6.33,clear sky
246,Dannenberg,DE,2022-01-13 02:54:11,53.0967,11.09,40.62,93,1,12.15,clear sky
247,Cuamba,MZ,2022-01-13 02:54:11,-14.8031,36.5372,69.08,98,100,3.2,overcast clouds
248,Kenora,CA,2022-01-13 02:54:11,49.8167,-94.4337,15.78,85,100,6.91,overcast clouds
249,Lagos,NG,2022-01-13 02:54:12,6.5833,3.75,80.92,86,100,5.37,light rain
250,Qaqortoq,GL,2022-01-13 02:54:12,60.7167,-46.0333,3.13,86,27,8.28,scattered clouds
251,Saint-Pierre,RE,2022-01-13 02:54:12,-21.3393,55.4781,77.29,83,0,5.75,clear sky
252,Novopavlovka,RU,2022-01-13 02:54:13,51.2172,109.2091,2.75,79,100,2.17,overcast clouds
253,Suntar,RU,2022-01-13 02:54:13,62.1444,117.6319,-9.0,98,99,2.26,overcast clouds
254,Merrill,US,2022-01-13 02:54:13,45.1805,-89.6835,26.78,86,100,0.0,overcast clouds
255,Constitucion,CL,2022-01-13 02:54:14,-35.3333,-72.4167,57.38,93,10,5.88,clear sky
256,Itum-Kale,RU,2022-01-13 02:54:14,42.7356,45.5758,39.33,73,93,1.59,overcast clouds
257,Guerrero Negro,MX,2022-01-13 02:54:10,27.9769,-114.0611,68.34,41,50,6.13,scattered clouds
258,Kidal,ML,2022-01-13 02:54:14,18.4411,1.4078,63.34,19,2,10.13,clear sky
259,Biankouma,CI,2022-01-13 02:54:15,7.7391,-7.6138,68.52,30,37,1.86,scattered clouds
260,Iqaluit,CA,2022-01-13 02:54:15,63.7506,-68.5145,-16.31,62,40,5.01,scattered clouds
261,Arlit,NE,2022-01-13 02:54:15,18.7369,7.3853,63.03,7,0,8.08,clear sky
262,Bandarbeyla,SO,2022-01-13 02:54:16,9.4942,50.8122,73.15,70,22,15.77,few clouds
263,Coihaique,CL,2022-01-13 02:54:16,-45.5752,-72.0662,58.95,51,0,2.3,clear sky
264,Avera,US,2022-01-13 02:54:16,33.194,-82.5271,42.71,56,100,3.91,overcast clouds
265,Kruisfontein,ZA,2022-01-13 02:54:17,-34.0033,24.7314,67.89,96,99,4.23,overcast clouds
266,Sao Filipe,CV,2022-01-13 02:54:17,14.8961,-24.4956,72.21,68,86,4.32,overcast clouds
267,Luderitz,NA,2022-01-13 02:54:17,-26.6481,15.1594,63.97,94,5,8.32,clear sky
268,Anandpur Sahib,IN,2022-01-13 02:54:18,31.25,76.5,52.32,70,73,2.37,broken clouds
269,Misratah,LY,2022-01-13 02:54:18,32.3754,15.0925,56.53,75,16,20.94,few clouds
270,Vostok,RU,2022-01-13 02:54:18,46.4856,135.8833,-2.51,93,100,4.38,light snow
271,Yurkivka,UA,2022-01-13 02:54:18,49.0126,31.1013,10.76,83,6,9.86,clear sky
272,Angoche,MZ,2022-01-13 02:54:19,-16.2325,39.9086,75.25,92,100,4.74,overcast clouds
273,Bat Khela,PK,2022-01-13 02:55:19,34.6167,71.9714,44.01,41,54,5.21,broken clouds
274,Bambous Virieux,MU,2022-01-13 02:55:07,-20.3428,57.7575,82.22,88,40,5.75,scattered clouds
275,Wuzhou,CN,2022-01-13 02:55:19,23.4833,111.3167,57.88,59,100,5.55,overcast clouds
276,Sobolevo,RU,2022-01-13 02:55:20,54.4299,31.8996,-1.23,97,86,6.73,overcast clouds
277,Mukhen,RU,2022-01-13 02:55:20,48.1,136.1,1.9,93,100,3.22,light snow
278,Caravelas,BR,2022-01-13 02:55:20,-17.7125,-39.2481,73.38,93,0,5.28,clear sky
279,Moussoro,TD,2022-01-13 02:55:21,13.6408,16.4901,69.44,10,6,10.8,clear sky
280,Kavieng,PG,2022-01-13 02:55:21,-2.5744,150.7967,85.17,66,98,11.72,overcast clouds
281,Manokwari,ID,2022-01-13 02:55:21,-0.8667,134.0833,84.31,67,92,5.28,light rain
282,Camacha,PT,2022-01-13 02:55:22,33.0833,-16.3333,60.22,77,75,11.5,broken clouds
283,Platteville,US,2022-01-13 02:55:22,42.7342,-90.4785,34.36,100,0,3.44,clear sky
284,Labelle,US,2022-01-13 02:55:22,26.7617,-81.4384,66.97,72,100,9.75,overcast clouds
285,Nantucket,US,2022-01-13 02:55:23,41.2835,-70.0995,38.14,82,73,16.6,broken clouds
286,Touros,BR,2022-01-13 02:51:12,-5.1989,-35.4608,79.7,84,45,5.48,scattered clouds
287,Riyadh,SA,2022-01-13 02:55:23,24.6877,46.7219,57.34,38,1,7.92,clear sky
288,Najran,SA,2022-01-13 02:55:23,17.4924,44.1277,52.45,39,2,1.14,clear sky
289,Labuhan,ID,2022-01-13 02:55:24,-6.8844,112.2051,80.19,80,100,13.2,overcast clouds
290,Hoa Binh,VN,2022-01-13 02:55:24,20.8133,105.3383,60.69,88,100,2.71,overcast clouds
291,Muleba,TZ,2022-01-13 02:55:24,-1.8397,31.6544,68.05,69,95,2.3,overcast clouds
292,Preobrazheniye,RU,2022-01-13 02:55:25,42.9019,133.9064,14.49,44,50,9.46,scattered clouds
293,Chapais,CA,2022-01-13 02:55:25,49.7834,-74.8492,-22.22,100,58,0.92,broken clouds
294,Yenagoa,NG,2022-01-13 02:55:25,4.9247,6.2642,78.87,89,98,3.56,overcast clouds
295,Tamandare,BR,2022-01-13 02:55:26,-8.7597,-35.1047,76.35,87,52,1.34,broken clouds
296,Provideniya,RU,2022-01-13 02:55:26,64.3833,-173.3,5.11,61,0,20.13,clear sky
297,Bayir,TR,2022-01-13 02:55:26,37.2687,28.2167,39.72,93,97,6.67,overcast clouds
298,Vao,NC,2022-01-13 02:55:26,-22.6667,167.4833,77.11,80,20,22.21,few clouds
299,Bom Jesus,BR,2022-01-13 02:55:27,-9.0744,-44.3586,71.15,93,100,0.92,overcast clouds
300,Shunyi,CN,2022-01-13 02:55:27,40.125,116.6453,31.95,27,0,8.95,clear sky
301,Pahalgam,IN,2022-01-13 02:55:27,34.0333,75.3333,19.81,71,100,9.55,overcast clouds
302,Chifeng,CN,2022-01-13 02:55:28,42.2683,118.9636,16.45,30,0,8.05,clear sky
303,Cap Malheureux,MU,2022-01-13 02:55:28,-19.9842,57.6142,82.47,82,100,5.01,overcast clouds
304,Gazimurskiy Zavod,RU,2022-01-13 02:55:28,51.5461,118.3266,-2.27,82,75,3.87,broken clouds
305,Maceio,BR,2022-01-13 02:55:29,-9.6658,-35.7353,78.24,88,20,2.3,few clouds
306,Wanning,CN,2022-01-13 02:55:29,18.8003,110.3967,72.77,75,96,7.14,overcast clouds
307,Magadan,RU,2022-01-13 02:55:29,59.5667,150.8,4.53,80,57,7.2,broken clouds
308,Le Port,RE,2022-01-13 02:55:29,-20.9373,55.2919,77.61,81,99,9.82,light rain
309,Henties Bay,NA,2022-01-13 02:55:30,-22.116,14.2845,63.86,82,100,2.64,overcast clouds
310,Menongue,AO,2022-01-13 02:55:30,-14.6585,17.691,58.86,87,100,5.64,moderate rain
311,Krasnoselkup,RU,2022-01-13 02:55:30,65.7,82.4667,-6.14,97,100,17.31,overcast clouds
312,Egvekinot,RU,2022-01-13 02:55:31,66.3167,-179.1667,-13.61,88,10,9.55,clear sky
313,Sahuaripa,MX,2022-01-13 02:55:31,29.05,-109.2333,62.35,45,40,1.48,scattered clouds
314,Kalmunai,LK,2022-01-13 02:55:31,7.4167,81.8167,78.82,82,54,3.11,broken clouds
315,Gambo,CF,2022-01-13 02:55:32,4.6482,22.2633,69.33,85,100,1.36,overcast clouds
316,Londoko,RU,2022-01-13 02:55:32,49.0333,131.9833,0.46,85,100,4.94,overcast clouds
317,Moindou,NC,2022-01-13 02:55:32,-21.6924,165.677,80.55,77,65,16.96,broken clouds
318,Hawalli,KW,2022-01-13 02:55:32,29.2833,47.9972,59.58,97,71,8.01,fog
319,Yelabuga,RU,2022-01-13 02:55:33,55.7613,52.0649,13.55,92,96,4.36,overcast clouds
320,Qui Nhon,VN,2022-01-13 02:56:33,13.7667,109.2333,75.4,78,100,12.95,overcast clouds
321,Kununurra,AU,2022-01-13 02:56:33,-15.7667,128.7333,80.58,89,75,5.75,broken clouds
322,Digby,CA,2022-01-13 02:56:34,44.6169,-65.7655,33.31,90,100,7.2,snow
323,Tuatapere,NZ,2022-01-13 02:56:34,-46.1333,167.6833,60.82,56,9,7.43,clear sky
324,Mount Gambier,AU,2022-01-13 02:56:34,-37.8333,140.7667,75.11,64,40,16.11,scattered clouds
325,Kamaishi,JP,2022-01-13 02:56:35,39.2667,141.8833,34.75,63,27,19.75,scattered clouds
326,Araria,IN,2022-01-13 02:56:35,26.15,87.5167,62.74,76,0,5.79,clear sky
327,Mehamn,NO,2022-01-13 02:56:35,71.0357,27.8492,36.05,76,100,27.18,overcast clouds
328,Rocha,UY,2022-01-13 02:56:36,-34.4833,-54.3333,61.79,93,0,4.61,clear sky
329,Atambua,ID,2022-01-13 02:56:36,-9.1061,124.8925,81.52,76,95,8.12,light rain
330,Gao,ML,2022-01-13 02:56:36,16.6362,1.637,66.49,8,4,7.83,clear sky
331,Vallenar,CL,2022-01-13 02:56:36,-28.5708,-70.7581,72.0,56,45,3.22,scattered clouds
332,Las Vegas,US,2022-01-13 02:56:37,36.175,-115.1372,59.68,32,100,1.99,overcast clouds
333,Zyryanka,RU,2022-01-13 02:56:37,65.75,150.85,-28.97,98,100,3.13,overcast clouds
334,Sangar,RU,2022-01-13 02:56:38,63.9242,127.4739,-28.77,97,75,4.41,broken clouds
335,Bilma,NE,2022-01-13 02:56:38,18.6853,12.9164,61.54,10,0,8.41,clear sky
336,Jadu,LY,2022-01-13 02:56:38,31.953,12.0261,40.19,87,65,5.57,broken clouds
337,Olafsvik,IS,2022-01-13 02:56:38,64.8945,-23.7142,36.28,56,69,39.35,broken clouds
338,Itoman,JP,2022-01-13 02:56:39,26.1247,127.6694,59.4,77,75,17.27,broken clouds
339,Kincardine,GB,2022-01-13 02:56:39,56.0667,-3.7167,48.51,87,72,14.09,broken clouds
340,Husavik,IS,2022-01-13 02:56:39,66.0449,-17.3389,31.91,60,89,35.63,overcast clouds
341,Murray Bridge,AU,2022-01-13 02:54:33,-35.1167,139.2667,82.13,30,0,7.18,clear sky
342,Dudinka,RU,2022-01-13 02:54:15,69.4058,86.1778,-11.97,94,100,22.39,overcast clouds
343,Mahon,ES,2022-01-13 02:56:40,39.8885,4.2658,46.96,81,40,8.05,scattered clouds
344,Ushtobe,KZ,2022-01-13 02:56:40,45.2514,77.9838,33.12,54,100,3.87,overcast clouds
345,Petropavlovsk-Kamchatskiy,RU,2022-01-13 02:56:40,53.0452,158.6483,21.79,68,40,6.71,scattered clouds
346,Ajdabiya,LY,2022-01-13 02:56:41,30.7554,20.2263,55.29,77,88,6.55,overcast clouds
347,Thunder Bay,CA,2022-01-13 02:56:41,48.4001,-89.3168,11.55,78,100,2.3,overcast clouds
348,Tessalit,ML,2022-01-13 02:56:41,20.1986,1.0114,58.86,14,4,7.83,clear sky
349,Samarai,PG,2022-01-13 02:56:42,-10.6167,150.6667,85.39,72,89,15.23,overcast clouds
350,Taltal,CL,2022-01-13 02:56:42,-25.4,-70.4833,68.58,79,52,2.28,broken clouds
351,Ortona,IT,2022-01-13 02:56:42,42.3496,14.4039,41.16,63,6,15.64,clear sky
352,Sibolga,ID,2022-01-13 02:56:42,1.7427,98.7792,82.87,72,66,2.17,broken clouds
353,Cayenne,GF,2022-01-13 02:56:43,4.9333,-52.3333,75.09,92,0,2.3,clear sky
354,Port Keats,AU,2022-01-13 02:56:43,-14.25,129.55,78.3,86,100,6.4,light rain
355,Honiara,SB,2022-01-13 02:56:43,-9.4333,159.95,84.78,75,97,8.52,overcast clouds
356,Celestun,MX,2022-01-13 02:56:44,20.8667,-90.4,71.96,77,100,12.8,overcast clouds
357,Boquira,BR,2022-01-13 02:53:15,-12.8231,-42.7306,66.78,92,0,2.44,clear sky
358,Richards Bay,ZA,2022-01-13 02:56:44,-28.783,32.0377,70.99,88,30,6.69,scattered clouds
359,Kingston,JM,2022-01-13 02:56:44,17.997,-76.7936,77.95,78,20,6.91,few clouds
360,Varkkallai,IN,2022-01-13 02:56:45,8.7341,76.7067,80.38,78,17,6.15,few clouds
361,Bethanien,NA,2022-01-13 02:56:45,-26.502,17.1583,74.21,41,0,8.55,clear sky
362,Bilibino,RU,2022-01-13 02:56:45,68.0546,166.4372,-12.1,81,81,3.96,broken clouds
363,Cockburn Town,TC,2022-01-13 02:56:46,21.4612,-71.1419,76.41,73,2,13.82,clear sky
364,Buchanan,LR,2022-01-13 02:56:46,5.8808,-10.0467,76.96,85,84,5.39,broken clouds
365,Kahului,US,2022-01-13 02:55:44,20.8947,-156.47,79.86,90,20,11.01,few clouds
366,Grand Gaube,MU,2022-01-13 02:56:46,-20.0064,57.6608,82.38,82,100,5.01,overcast clouds
367,Gazojak,TM,2022-01-13 02:57:47,41.1875,61.4036,32.0,90,10,3.36,clear sky
368,Tongchuan,CN,2022-01-13 02:57:47,35.0806,109.0897,32.36,30,86,3.58,overcast clouds
369,Borogontsy,RU,2022-01-13 02:57:47,62.6683,131.1683,-19.07,96,100,4.05,overcast clouds
370,El Cobre,CU,2022-01-13 02:57:47,20.0489,-75.9469,69.44,87,10,1.5,clear sky
371,Saint-Joseph,RE,2022-01-13 02:57:48,-21.3667,55.6167,76.21,83,97,5.44,overcast clouds
372,Ardakan,IR,2022-01-13 02:57:48,32.31,54.0175,43.18,43,4,4.25,clear sky
373,Manado,ID,2022-01-13 02:57:48,1.487,124.8455,88.57,70,40,5.75,scattered clouds
374,Mugango,TZ,2022-01-13 02:57:49,-1.6833,33.7,65.21,54,94,5.66,overcast clouds
375,Daloa,CI,2022-01-13 02:57:49,6.8774,-6.4502,72.18,93,72,3.09,broken clouds
376,Bonavista,CA,2022-01-13 02:57:49,48.6499,-53.1147,22.12,73,80,18.32,broken clouds
377,Bouake,CI,2022-01-13 02:57:50,7.6895,-5.0218,77.11,69,6,9.22,clear sky
378,Narayangarh,IN,2022-01-13 02:57:50,30.4833,77.1333,52.77,78,35,0.76,scattered clouds
379,Coos Bay,US,2022-01-13 02:57:50,43.3665,-124.2179,55.15,100,82,4.65,broken clouds
380,Sembakung,ID,2022-01-13 02:57:50,3.8167,117.25,76.93,74,100,1.97,heavy intensity rain
381,Luwuk,ID,2022-01-13 02:57:51,-0.9516,122.7875,86.34,67,100,1.79,overcast clouds
382,Hay River,CA,2022-01-13 02:57:51,60.8156,-115.7999,1.38,78,100,2.3,light snow
383,Palana,RU,2022-01-13 02:57:51,59.1167,159.9667,4.51,84,5,6.33,clear sky
384,San Policarpo,PH,2022-01-13 02:57:52,12.1791,125.5072,79.57,67,100,18.5,overcast clouds
385,Hami,CN,2022-01-13 02:57:52,42.8,93.45,26.56,44,100,1.95,overcast clouds
386,Marawi,PH,2022-01-13 02:57:52,7.9986,124.2928,69.66,83,100,6.2,overcast clouds
387,Pacific Grove,US,2022-01-13 02:57:53,36.6177,-121.9166,60.31,65,100,1.01,overcast clouds
388,Namibe,AO,2022-01-13 02:57:53,-15.1961,12.1522,67.98,72,100,3.06,overcast clouds
389,Narsaq,GL,2022-01-13 02:57:53,60.9167,-46.05,0.14,83,10,8.86,clear sky
390,Saldanha,ZA,2022-01-13 02:57:54,-33.0117,17.9442,64.45,82,59,8.9,broken clouds
391,Tiksi,RU,2022-01-13 02:57:54,71.6872,128.8694,-16.02,96,100,5.48,overcast clouds
392,Matay,EG,2022-01-13 02:57:54,28.419,30.7792,53.91,48,64,6.26,broken clouds
393,Sarangani,PH,2022-01-13 02:57:55,5.4033,125.4636,82.17,74,52,11.92,broken clouds
394,Port Lincoln,AU,2022-01-13 02:57:55,-34.7333,135.8667,73.11,54,3,14.0,clear sky
395,Moyale,KE,2022-01-13 02:57:55,3.5167,39.0584,67.26,44,87,8.9,overcast clouds
396,Pavullo Nel Frignano,IT,2022-01-13 02:57:55,44.3315,10.835,35.49,25,0,63.28,clear sky
397,Vagur,FO,2022-01-13 02:57:56,61.4732,-6.8119,47.79,87,100,41.14,overcast clouds
398,Viedma,AR,2022-01-13 02:57:56,-40.8135,-62.9967,87.75,24,0,13.49,clear sky
399,Mahibadhoo,MV,2022-01-13 02:57:56,3.7833,72.9667,81.57,75,63,6.98,broken clouds
400,Tupik,RU,2022-01-13 02:57:57,54.4253,119.9327,-4.34,90,100,1.52,overcast clouds
401,Zarate,AR,2022-01-13 02:57:57,-34.0981,-59.0286,77.95,69,0,5.01,light rain
402,Victoria,HK,2022-01-13 02:57:36,22.2855,114.1577,64.26,70,100,1.01,overcast clouds
403,Whitefish,US,2022-01-13 02:57:57,48.4111,-114.3376,40.77,94,100,1.43,overcast clouds
404,Sabha,LY,2022-01-13 02:57:58,27.0377,14.4283,44.78,55,0,6.96,clear sky
405,Zhigalovo,RU,2022-01-13 02:57:58,54.8097,105.1578,5.7,97,100,2.71,overcast clouds
406,Tura,IN,2022-01-13 02:57:58,25.5198,90.2201,62.22,82,22,3.18,few clouds
407,Northam,GB,2022-01-13 02:57:58,51.0333,-4.2167,41.47,68,0,4.18,clear sky
408,Matagami,CA,2022-01-13 02:57:59,49.7502,-77.6328,-25.49,75,0,3.44,clear sky
409,Coracora,PE,2022-01-13 02:57:59,-15.0333,-73.7833,47.52,84,100,2.28,overcast clouds
410,Caraballeda,VE,2022-01-13 02:57:59,10.6112,-66.8522,77.07,78,75,0.0,broken clouds
411,Yaan,NG,2022-01-13 02:58:00,7.3833,8.5667,76.24,45,98,4.88,overcast clouds
412,Nome,US,2022-01-13 02:58:00,64.5011,-165.4064,-14.4,93,5,7.74,clear sky
413,Rundu,NA,2022-01-13 02:58:00,-17.9333,19.7667,68.72,81,100,3.8,overcast clouds
414,Tuy Hoa,VN,2022-01-13 02:58:01,13.0833,109.3,76.12,77,76,11.79,broken clouds
415,Dakar,SN,2022-01-13 02:55:23,14.6937,-17.4441,74.28,71,73,12.41,broken clouds
416,Oum Hadjer,TD,2022-01-13 02:59:01,13.2954,19.6966,71.17,18,65,9.01,broken clouds
417,Cravo Norte,CO,2022-01-13 02:59:02,6.3017,-70.2041,79.59,45,13,4.59,few clouds
418,Filadelfia,US,2022-01-13 02:55:10,39.9523,-75.1638,35.38,74,100,3.56,overcast clouds
419,Plettenberg Bay,ZA,2022-01-13 02:59:02,-34.0527,23.3716,64.87,91,82,2.64,broken clouds
420,Leningradskiy,RU,2022-01-13 02:59:02,69.3833,178.4167,-21.44,97,7,5.77,clear sky
421,North Creek,US,2022-01-13 02:59:03,47.8195,-122.1762,54.27,91,100,4.9,overcast clouds
422,Bemidji,US,2022-01-13 02:59:03,47.4736,-94.8803,27.91,86,100,0.0,overcast clouds
423,Gravdal,NO,2022-01-13 02:59:03,68.1214,13.5031,37.63,73,100,37.83,overcast clouds
424,Chama,CH,2022-01-13 02:59:04,47.1821,8.4636,29.89,90,100,0.0,overcast clouds
425,Nemuro,JP,2022-01-13 02:59:04,43.3236,145.575,32.43,77,74,25.34,broken clouds
426,Scarborough,GB,2022-01-13 02:56:49,54.2797,-0.4044,44.08,90,18,1.99,few clouds
427,Beloha,MG,2022-01-13 02:59:04,-25.1667,45.05,76.3,89,100,5.82,overcast clouds
428,Karratha,AU,2022-01-13 02:59:05,-20.7377,116.8463,111.69,14,74,19.66,broken clouds
429,Ulan-Ude,RU,2022-01-13 02:59:05,51.8261,107.6098,-16.71,76,100,0.0,smoke
430,San Angelo,US,2022-01-13 02:56:19,31.4638,-100.437,52.54,42,0,5.23,clear sky
431,Alta Floresta,BR,2022-01-13 02:59:05,-9.8756,-56.0861,70.21,99,100,2.86,overcast clouds
432,Awjilah,LY,2022-01-13 02:59:06,29.1081,21.2869,51.26,72,1,9.04,clear sky
433,Evensk,RU,2022-01-13 02:59:06,61.95,159.2333,-1.25,81,98,7.52,overcast clouds
434,Shambu,ET,2022-01-13 02:59:06,9.5667,37.1,53.1,69,100,3.51,overcast clouds
435,Zhigansk,RU,2022-01-13 02:59:07,66.7697,123.3711,-22.99,98,100,8.97,overcast clouds
436,Ahipara,NZ,2022-01-13 02:59:07,-35.1667,173.1667,74.35,56,3,3.87,clear sky
437,Mingshui,CN,2022-01-13 02:59:07,36.7167,117.5,30.16,29,0,6.33,clear sky
438,Sandpoint,US,2022-01-13 02:59:07,48.2766,-116.5533,39.45,94,100,0.0,fog
439,Nangomba,TZ,2022-01-13 02:59:08,-10.9,38.5,74.41,82,99,7.85,overcast clouds
440,Paungde,MM,2022-01-13 02:59:08,18.4833,95.5,78.08,49,72,3.15,broken clouds
441,Xichang,CN,2022-01-13 02:59:08,27.8964,102.2634,43.39,88,99,1.77,overcast clouds
442,Muros,ES,2022-01-13 02:59:09,42.7762,-9.0603,49.84,86,7,6.96,clear sky
443,Smithers,CA,2022-01-13 02:59:09,54.7804,-127.1743,32.32,100,100,5.75,overcast clouds
444,Hofn,IS,2022-01-13 02:59:09,64.2539,-15.2082,35.62,69,58,14.05,broken clouds
445,Manggar,ID,2022-01-13 02:59:10,-2.8833,108.2667,79.84,82,100,9.08,overcast clouds
446,Marsabit,KE,2022-01-13 02:59:10,2.3284,37.9899,65.17,49,80,9.22,broken clouds
447,Lichuan,CN,2022-01-13 02:59:10,30.3,108.85,37.51,70,92,5.37,overcast clouds
448,Oktyabrskiy,RU,2022-01-13 02:59:10,54.4815,53.471,5.86,94,92,4.76,overcast clouds
449,Corner Brook,CA,2022-01-13 02:59:11,48.9667,-57.9484,25.21,91,100,7.58,overcast clouds
450,Hirara,JP,2022-01-13 02:59:11,24.8,125.2833,62.46,88,75,6.91,broken clouds
451,Port Macquarie,AU,2022-01-13 02:58:34,-31.4333,152.9167,80.89,63,33,9.01,scattered clouds
