City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
452,Noto,IT,2022-01-13 02:59:11,36.8901,15.0693,52.09,80,100,22.62,overcast clouds
453,Adiake,CI,2022-01-13 02:59:12,5.2863,-3.304,81.99,85,74,6.08,broken clouds
454,Latung,PH,2022-01-13 02:59:12,5.5,120.8833,81.77,76,87,14.58,overcast clouds
455,Gat,IL,2022-01-13 02:59:03,31.61,34.7642,59.4,48,99,6.02,overcast clouds
456,Debre Tabor,ET,2022-01-13 02:59:12,11.85,38.0167,52.11,55,55,4.81,broken clouds
457,Westport,US,2022-01-13 02:59:13,41.1415,-73.3579,35.94,79,74,1.01,broken clouds
458,Suez,EG,2022-01-13 02:58:26,29.9737,32.5263,55.08,38,100,3.85,overcast clouds
459,Havre-Saint-Pierre,CA,2022-01-13 02:59:13,50.2334,-63.5986,14.59,85,100,4.61,overcast clouds
460,Sao Felix Do Xingu,BR,2022-01-13 02:59:13,-6.6447,-51.995,69.13,99,98,0.38,overcast clouds
461,Horsham,GB,2022-01-13 02:59:14,51.064,-0.3272,41.63,94,13,1.14,fog
462,Los Llanos De Aridane,ES,2022-01-13 03:00:15,28.6585,-17.9182,56.95,65,0,10.0,clear sky
463,Presidente Epitacio,BR,2022-01-13 03:00:19,-21.7633,-52.1156,71.85,83,87,6.62,overcast clouds
464,Vinh,VN,2022-01-13 03:00:21,18.6667,105.6667,65.89,87,100,4.68,overcast clouds
465,Quincy,US,2022-01-13 03:00:24,42.2529,-71.0023,37.09,61,99,1.99,overcast clouds
466,Udachnyy,RU,2022-01-13 03:00:26,66.4167,112.4,-35.9,100,99,2.13,overcast clouds
467,Mpika,ZM,2022-01-13 03:00:26,-11.8343,31.4529,60.26,91,100,0.96,overcast clouds
468,Johi,PK,2022-01-13 03:00:31,26.6921,67.6133,57.94,50,0,1.66,clear sky
469,Catamarca,AR,2022-01-13 03:00:32,-28.4696,-65.7852,83.05,28,4,11.56,clear sky
470,Barcelos,PT,2022-01-13 03:00:34,41.5388,-8.6151,50.85,54,0,7.27,clear sky
471,Gori,GE,2022-01-13 03:00:35,41.9842,44.1158,37.74,95,100,5.68,overcast clouds
472,Nyrob,RU,2022-01-13 03:00:35,60.733,56.7202,-15.34,100,93,4.61,overcast clouds
473,Taunggyi,MM,2022-01-13 03:00:36,20.7833,97.0333,66.7,40,2,3.33,clear sky
474,Zhangjiakou,CN,2022-01-13 03:00:23,40.81,114.8794,17.94,42,0,4.34,clear sky
475,Valer,NO,2022-01-13 03:00:38,60.6785,11.8331,37.9,91,100,4.61,overcast clouds
476,Yulara,AU,2022-01-13 03:00:39,-25.2406,130.9889,102.61,11,0,13.87,clear sky
477,Bambanglipuro,ID,2022-01-13 03:00:40,-7.95,110.2833,83.82,67,97,3.04,overcast clouds
478,Chimbote,PE,2022-01-13 03:00:40,-9.0853,-78.5783,69.96,81,99,6.82,overcast clouds
479,Dubbo,AU,2022-01-13 03:00:42,-32.25,148.6167,84.33,58,40,6.91,scattered clouds
480,Buin,CL,2022-01-13 03:00:42,-33.7333,-70.75,74.73,71,3,3.67,clear sky
481,Mecca,SA,2022-01-13 02:57:48,21.4267,39.8261,73.51,77,1,2.13,clear sky
482,Moosomin,CA,2022-01-13 03:00:43,50.1333,-101.6677,30.34,82,90,14.25,overcast clouds
483,Honningsvag,NO,2022-01-13 03:00:43,70.9821,25.9704,37.17,73,100,28.81,overcast clouds
484,The Pas,CA,2022-01-13 03:00:31,53.8251,-101.2541,-0.8,99,97,3.53,overcast clouds
485,Pasni,PK,2022-01-13 03:00:44,25.2631,63.471,65.25,42,0,9.08,clear sky
486,Deputatskiy,RU,2022-01-13 03:00:44,69.3,139.9,-14.94,100,100,1.28,overcast clouds
487,Rudnogorsk,RU,2022-01-13 03:00:44,57.2639,103.7519,-14.67,100,100,1.9,overcast clouds
488,Ures,MX,2022-01-13 03:00:45,29.4333,-110.4,70.84,35,100,4.23,overcast clouds
489,Sungaipenuh,ID,2022-01-13 03:00:45,-2.0833,101.3833,76.84,63,53,0.63,broken clouds
490,Chumikan,RU,2022-01-13 03:00:46,54.7183,135.315,3.02,82,100,6.78,overcast clouds
491,Oistins,BB,2022-01-13 02:58:55,13.0667,-59.5333,77.09,69,75,9.22,broken clouds
492,Areosa,PT,2022-01-13 03:00:46,41.7178,-8.8571,51.24,51,0,8.75,clear sky
493,Novikovo,RU,2022-01-13 03:00:46,51.1537,37.8879,3.67,96,86,7.63,overcast clouds
494,Navoi,UZ,2022-01-13 03:00:47,40.0844,65.3792,38.68,87,100,6.91,overcast clouds
495,Takoradi,GH,2022-01-13 03:00:47,4.8845,-1.7554,80.06,82,100,7.52,light rain
496,Oktyabrskoye,RU,2022-01-13 03:00:47,43.0645,44.7417,33.94,100,100,8.95,mist
497,Tyrma,RU,2022-01-13 03:00:48,50.0833,132.1667,0.91,88,100,2.84,overcast clouds
498,Andenes,NO,2022-01-13 03:00:48,69.3143,16.1194,35.58,80,75,34.52,broken clouds
499,Genhe,CN,2022-01-13 03:00:49,50.7833,121.5167,-6.54,86,44,2.98,scattered clouds
500,Prince Rupert,CA,2022-01-13 03:00:49,54.3161,-130.3201,35.69,100,100,3.44,fog
501,Santa Rosalia,MX,2022-01-13 03:00:49,27.3167,-112.2833,64.49,42,93,5.19,overcast clouds
502,Broken Hill,AU,2022-01-13 03:00:50,-31.95,141.4333,105.03,15,57,15.23,broken clouds
503,Diamantino,BR,2022-01-13 02:57:47,-14.4086,-56.4461,71.51,92,94,4.43,overcast clouds
504,Puerto Montt,CL,2022-01-13 03:00:50,-41.4698,-72.9447,53.6,95,0,3.62,clear sky
505,Sukhaya Buyvola,RU,2022-01-13 03:00:51,45.1533,42.9956,21.31,91,100,13.67,snow
506,Kita,ML,2022-01-13 03:00:51,13.0349,-9.4895,72.45,15,76,3.96,broken clouds
507,Roald,NO,2022-01-13 03:00:51,62.5833,6.1333,49.33,93,100,42.57,drizzle
508,Finschhafen,PG,2022-01-13 03:00:52,-6.6024,147.8681,86.45,71,44,8.93,scattered clouds
509,Fare,PF,2022-01-13 03:00:52,-16.7,-151.0167,76.84,87,100,16.44,light rain
510,Aklavik,CA,2022-01-13 03:01:53,68.2191,-135.0107,-10.28,97,100,1.59,overcast clouds
511,Boende,CD,2022-01-13 03:01:54,-0.2167,20.8667,75.09,78,100,1.77,overcast clouds
512,Kupino,RU,2022-01-13 03:01:54,54.3663,77.2981,-17.09,100,100,2.1,overcast clouds
513,Chippewa Falls,US,2022-01-13 03:00:01,44.9369,-91.3929,29.34,98,100,1.9,overcast clouds
514,Nanchang,CN,2022-01-13 03:00:05,28.6833,115.8833,48.81,37,99,12.66,overcast clouds
515,San Quintin,MX,2022-01-13 03:01:55,30.4833,-115.95,64.67,36,100,3.62,overcast clouds
516,Kaeo,NZ,2022-01-13 03:01:55,-35.1,173.7833,76.32,63,0,14.45,clear sky
517,Manzhouli,CN,2022-01-13 03:01:55,49.6,117.4333,2.41,74,34,3.31,scattered clouds
518,Charleston,US,2022-01-13 03:00:40,32.7766,-79.9309,45.01,96,75,0.0,broken clouds
519,Novobiryusinskiy,RU,2022-01-13 03:01:56,56.9578,97.7076,-16.62,100,100,0.56,overcast clouds
520,Vestmannaeyjar,IS,2022-01-13 03:01:56,63.4427,-20.2734,39.07,60,100,37.74,light rain
521,Ilhabela,BR,2022-01-13 03:01:56,-23.7781,-45.3581,74.32,92,99,3.38,overcast clouds
522,Kalofer,BG,2022-01-13 03:01:57,42.6167,24.9833,16.68,83,39,3.89,scattered clouds
523,Yar-Sale,RU,2022-01-13 03:01:57,66.8333,70.8333,5.83,96,93,7.7,overcast clouds
524,Sarny,UA,2022-01-13 03:01:57,51.338,26.6019,20.41,95,90,10.13,overcast clouds
525,Road Town,VG,2022-01-13 03:01:58,18.4167,-64.6167,73.99,76,26,14.03,scattered clouds
526,Manbij,SY,2022-01-13 03:01:58,36.5281,37.9549,47.17,73,100,1.99,overcast clouds
527,Weiser,US,2022-01-13 03:01:58,44.251,-116.9693,33.03,88,98,1.01,overcast clouds
528,Tantangan,PH,2022-01-13 03:01:59,6.615,124.7489,89.1,55,97,2.01,overcast clouds
529,Bridlington,GB,2022-01-13 03:01:59,54.0831,-0.1919,43.7,86,9,12.48,clear sky
530,Kunda,IN,2022-01-13 03:01:59,25.7167,81.5167,55.45,67,58,2.28,broken clouds
531,Hervey Bay,AU,2022-01-13 03:02:00,-25.2986,152.8535,84.02,59,27,5.99,scattered clouds
532,Pingliang,CN,2022-01-13 03:02:00,35.5392,106.6861,26.74,41,50,6.69,scattered clouds
533,Roros,NO,2022-01-13 03:02:00,62.5747,11.3842,40.84,70,75,21.85,light rain
534,Tual,ID,2022-01-13 03:02:01,-5.6667,132.75,83.17,75,99,14.72,overcast clouds
535,Lagoa Vermelha,BR,2022-01-13 03:02:01,-28.2086,-51.5258,61.18,75,0,5.28,clear sky
536,Guiratinga,BR,2022-01-13 03:02:01,-16.3494,-53.7583,68.47,96,72,6.15,broken clouds
537,Antofagasta,CL,2022-01-13 03:02:02,-23.65,-70.4,67.64,83,94,6.08,overcast clouds
538,Ciudad Bolivar,VE,2022-01-13 03:02:02,8.1222,-63.5497,79.56,63,86,13.42,overcast clouds
539,Hope,US,2022-01-13 03:01:58,33.6671,-93.5916,51.85,73,92,5.61,overcast clouds
540,Piranhas,BR,2022-01-13 03:02:03,-16.4269,-51.8222,70.0,98,100,6.4,overcast clouds
541,Cali,CO,2022-01-13 03:00:27,3.4372,-76.5225,71.6,73,40,8.05,scattered clouds
542,Talcahuano,CL,2022-01-13 03:02:03,-36.7167,-73.1167,57.38,92,2,4.7,clear sky
543,Mana,GF,2022-01-13 03:02:03,5.6592,-53.7767,75.58,88,11,4.25,few clouds
544,Jefferson City,US,2022-01-13 03:00:27,38.5767,-92.1735,48.13,52,85,3.0,overcast clouds
545,Kimbe,PG,2022-01-13 03:02:04,-5.5502,150.1429,84.72,75,36,6.15,light rain
546,Mirnyy,RU,2022-01-13 03:02:04,62.5353,113.9611,-12.53,99,100,2.39,overcast clouds
547,Saint Anthony,US,2022-01-13 03:02:04,45.0205,-93.218,33.15,82,100,0.0,overcast clouds
548,Taihe,CN,2022-01-13 03:02:05,30.8712,105.3845,51.08,38,81,5.1,broken clouds
549,Madang,PG,2022-01-13 03:02:05,-5.2246,145.7966,86.7,68,76,8.61,broken clouds
550,Emba,KZ,2022-01-13 03:02:05,48.8264,58.1442,2.77,94,17,8.1,few clouds
551,Vung Tau,VN,2022-01-13 02:59:53,10.346,107.0843,78.17,70,96,16.67,overcast clouds
552,Zhanaozen,KZ,2022-01-13 03:03:06,43.3,52.8,29.86,89,22,13.44,few clouds
553,Kaili,ID,2022-01-13 03:03:06,-3.4626,120.2147,78.13,71,97,3.02,overcast clouds
554,Samana,DO,2022-01-13 03:00:42,19.2056,-69.3369,71.35,86,7,4.68,clear sky
555,Sandwick,GB,2022-01-13 03:03:06,60.0,-1.25,48.07,93,75,35.68,broken clouds
556,Krasnyy Chikoy,RU,2022-01-13 03:03:07,50.3643,108.7512,3.7,79,100,1.43,overcast clouds
557,Floresta,BR,2022-01-13 03:03:07,-8.6011,-38.5686,76.68,69,44,5.14,scattered clouds
558,Zatoka,UA,2022-01-13 03:03:07,46.0725,30.4654,12.74,68,0,18.52,clear sky
559,Pandan Niog,PH,2022-01-13 03:03:08,6.2282,120.5631,81.28,79,96,20.71,overcast clouds
560,Sergeyevka,KZ,2022-01-13 03:03:08,53.88,67.4158,-15.32,100,76,3.15,broken clouds
561,Pasaje,EC,2022-01-13 03:03:08,-3.3333,-79.8167,75.43,88,96,2.01,overcast clouds
562,Abilene,US,2022-01-13 03:00:09,32.4487,-99.7331,55.89,62,2,4.76,clear sky
563,Longyearbyen,SJ,2022-01-13 03:03:09,78.2186,15.6401,31.84,93,75,10.36,light snow
564,Whyalla,AU,2022-01-13 03:03:09,-33.0333,137.5833,74.03,57,0,13.18,clear sky
565,Bartica,GY,2022-01-13 03:03:09,6.4,-58.6167,71.13,97,100,2.1,overcast clouds
566,Caconda,AO,2022-01-13 03:03:09,-13.7333,15.0667,59.43,89,100,3.49,overcast clouds
567,Zhezkazgan,KZ,2022-01-13 03:03:10,47.8043,67.7144,15.78,92,100,8.95,overcast clouds
568,Bacalar,MX,2022-01-13 03:03:10,18.6667,-88.3833,69.01,93,4,2.64,clear sky
569,Havixbeck,DE,2022-01-13 03:03:10,51.9833,7.4167,37.31,96,6,7.85,clear sky
570,Adrar,MR,2022-01-13 03:02:18,20.5022,-10.0711,61.97,16,97,9.31,overcast clouds
571,Khipro,PK,2022-01-13 03:03:11,25.8285,69.3772,57.94,43,0,4.83,clear sky
572,Ballitoville,ZA,2022-01-13 03:03:11,-29.539,31.2144,73.17,80,84,6.02,broken clouds
573,Muhos,FI,2022-01-13 03:03:11,64.808,25.9931,33.89,81,100,11.12,overcast clouds
574,Faya,SA,2022-01-13 03:03:12,18.3851,42.4509,54.21,71,23,2.86,few clouds
575,Nouadhibou,MR,2022-01-13 03:03:12,20.931,-17.0347,67.15,58,95,8.14,overcast clouds
576,Lethem,GY,2022-01-13 03:03:12,3.3803,-59.7968,80.58,59,99,9.04,overcast clouds
577,Codrington,AU,2022-01-13 03:03:13,-38.2667,141.9667,80.69,53,84,6.8,broken clouds
578,Kolokani,ML,2022-01-13 03:03:13,13.5728,-8.0339,69.51,16,33,8.61,scattered clouds
579,Letterkenny,IE,2022-01-13 03:03:13,54.95,-7.7333,40.32,96,100,4.74,overcast clouds
580,Seydi,TM,2022-01-13 03:03:14,39.4816,62.9137,39.31,81,5,2.98,clear sky
581,Key West,US,2022-01-13 03:01:38,24.5557,-81.7826,73.0,76,13,13.04,few clouds
582,Ulaangom,MN,2022-01-13 03:03:14,49.9811,92.0667,-11.49,95,100,0.72,overcast clouds
583,Lyuban,BY,2022-01-13 03:03:14,52.7985,28.0048,18.0,96,85,8.7,overcast clouds
584,Coahuayana,MX,2022-01-13 03:03:15,18.7333,-103.6833,73.9,70,92,1.12,overcast clouds
585,Eureka,US,2022-01-13 03:03:15,40.8021,-124.1637,55.2,82,12,1.01,few clouds
586,Belmonte,BR,2022-01-13 03:03:15,-15.8631,-38.8828,75.85,85,5,4.03,clear sky
587,Sao Joao Da Barra,BR,2022-01-13 03:03:16,-21.6403,-41.0511,74.46,94,11,7.16,few clouds
588,Chase,CA,2022-01-13 03:03:16,50.8165,-119.6857,37.15,99,100,3.38,overcast clouds
589,San Juan,AR,2022-01-13 03:00:32,-31.5375,-68.5364,93.38,18,81,18.3,broken clouds
590,Vila Franca Do Campo,PT,2022-01-13 03:03:16,37.7167,-25.4333,57.61,83,7,11.18,clear sky
591,Naica,MX,2022-01-13 03:03:17,27.85,-105.4833,55.06,28,34,5.66,scattered clouds
592,Challans,FR,2022-01-13 03:03:17,46.8436,-1.8749,44.51,90,0,10.74,clear sky
593,Fort Nelson,CA,2022-01-13 03:00:30,58.8053,-122.7002,6.51,97,100,0.78,overcast clouds
594,Belyy Yar,RU,2022-01-13 03:03:17,53.6039,91.3903,12.09,78,75,4.47,light shower snow
595,Katrineholm,SE,2022-01-13 03:03:18,58.9959,16.2072,43.74,87,100,13.11,overcast clouds
596,Tautira,PF,2022-01-13 03:03:18,-17.7333,-149.15,75.22,89,100,18.03,moderate rain
597,Kahramanmaras,TR,2022-01-13 03:03:18,38.0,37.0,34.43,100,100,1.77,overcast clouds
598,Uige,AO,2022-01-13 03:03:18,-7.6087,15.0613,67.39,100,100,1.88,overcast clouds
599,Omsukchan,RU,2022-01-13 03:04:19,62.5333,155.8,-11.16,95,41,6.22,scattered clouds
600,Asau,RO,2022-01-13 03:04:19,46.4333,26.4,13.95,87,48,3.71,scattered clouds
601,Baykit,RU,2022-01-13 03:04:19,61.67,96.37,-26.7,100,76,1.77,broken clouds
602,Ulukulevo,RU,2022-01-13 03:04:20,54.4355,56.3221,-12.75,100,47,3.4,scattered clouds
603,Serowe,BW,2022-01-13 03:04:20,-22.3833,26.7167,65.89,91,87,10.13,overcast clouds
604,Jiujiang,CN,2022-01-13 03:03:24,29.7333,115.9833,45.45,43,42,16.44,scattered clouds
605,Sorland,NO,2022-01-13 03:04:20,67.667,12.6934,39.18,64,64,37.29,broken clouds
606,Tubmanburg,LR,2022-01-13 03:04:21,6.8708,-10.8172,73.67,95,60,1.79,broken clouds
607,Migori,KE,2022-01-13 03:00:46,-1.0634,34.4731,58.42,48,96,7.0,overcast clouds
608,Milkovo,RU,2022-01-13 03:04:21,54.7167,158.6167,6.4,93,100,2.13,overcast clouds
609,Kangaatsiaq,GL,2022-01-13 03:04:21,68.3065,-53.4641,0.55,96,85,8.1,overcast clouds
610,Terenos,BR,2022-01-13 03:04:22,-20.4422,-54.8603,73.11,83,40,13.8,scattered clouds
611,Lata,PT,2022-01-13 03:04:22,40.1629,-8.3327,49.71,74,0,5.06,clear sky
612,Dalvik,IS,2022-01-13 03:04:22,65.9702,-18.5286,30.92,64,71,36.26,broken clouds
613,Belaya Gora,RU,2022-01-13 03:04:23,68.5333,146.4167,-27.62,99,100,1.14,overcast clouds
614,Conway,US,2022-01-13 03:04:23,35.0887,-92.4421,53.4,59,100,0.0,overcast clouds
615,Ler,SS,2022-01-13 03:00:33,8.3018,30.1418,83.52,33,92,3.65,overcast clouds
616,Nhulunbuy,AU,2022-01-13 03:04:23,-12.2333,136.7667,88.41,66,40,11.5,scattered clouds
617,Urdoma,RU,2022-01-13 03:04:24,61.7533,48.5442,2.35,96,97,10.65,overcast clouds
618,Tezu,IN,2022-01-13 03:04:24,27.9167,96.1667,60.01,92,100,1.41,light rain
619,Flin Flon,CA,2022-01-13 03:00:32,54.7682,-101.865,-0.58,99,90,3.02,overcast clouds
620,Cabra,ES,2022-01-13 03:04:24,37.4725,-4.4421,43.18,67,0,2.93,clear sky
621,Merritt Island,US,2022-01-13 03:03:27,28.5392,-80.672,68.99,72,100,4.61,overcast clouds
622,Marsh Harbour,BS,2022-01-13 03:04:25,26.5412,-77.0636,70.88,67,62,11.81,broken clouds
623,Grindavik,IS,2022-01-13 03:04:25,63.8424,-22.4338,32.47,93,75,29.93,light shower snow
624,Vigia,BR,2022-01-13 03:04:25,-0.8583,-48.1417,73.45,90,98,4.92,overcast clouds
625,Port Augusta,AU,2022-01-13 03:04:26,-32.5,137.7667,93.7,35,0,14.07,clear sky
626,Sangmelima,CM,2022-01-13 03:04:26,2.9333,11.9833,68.25,93,100,3.33,overcast clouds
627,Shahr-E Babak,IR,2022-01-13 03:04:26,30.1165,55.1186,40.42,54,2,2.84,clear sky
628,Daru,PG,2022-01-13 03:04:26,-9.0763,143.2092,84.4,74,96,3.89,overcast clouds
629,Amazar,RU,2022-01-13 03:04:27,53.858,120.875,-5.85,90,100,3.06,overcast clouds
630,Bereda,ES,2022-01-13 03:04:27,43.2686,-7.5406,38.41,100,3,2.33,clear sky
631,Maun,BW,2022-01-13 03:04:27,-19.9833,23.4167,70.14,80,99,10.71,overcast clouds
632,Izumo,JP,2022-01-13 03:04:28,35.3667,132.7667,39.09,65,100,22.64,overcast clouds
633,Bagn,NO,2022-01-13 03:04:28,60.8225,9.5521,48.74,75,14,21.0,few clouds
634,Rawson,AR,2022-01-13 03:01:10,-43.3002,-65.1023,70.77,60,0,6.55,clear sky
635,Lasa,IT,2022-01-13 03:04:28,46.6166,10.7002,26.37,57,1,6.33,clear sky
636,Aksu,CN,2022-01-13 03:04:29,41.1231,80.2644,22.15,55,10,1.9,clear sky
637,Batagay-Alyta,RU,2022-01-13 03:04:29,67.8006,130.4114,-15.9,98,100,2.62,overcast clouds
638,Ashington,GB,2022-01-13 03:04:29,50.9331,-0.3909,41.14,84,11,0.98,few clouds
639,Eyl,SO,2022-01-13 03:04:29,7.9803,49.8164,70.97,75,88,14.61,overcast clouds
640,Tahoua,NE,2022-01-13 03:04:30,14.8888,5.2692,67.17,9,5,9.46,clear sky
641,Akdepe,TM,2022-01-13 03:04:30,42.0551,59.3788,32.0,90,27,4.99,scattered clouds
642,Magadi,IN,2022-01-13 03:04:30,12.9667,77.2333,73.45,70,78,4.12,broken clouds
643,Libreville,GA,2022-01-13 03:02:13,0.3925,9.4537,78.31,86,100,7.11,overcast clouds
644,Bageshwar,IN,2022-01-13 03:04:31,29.85,79.7667,46.99,63,100,0.67,overcast clouds
645,Noumea,NC,2022-01-13 03:03:03,-22.2763,166.4572,82.0,99,54,16.93,broken clouds
646,Banjarmasin,ID,2022-01-13 03:04:31,-3.3244,114.591,77.14,93,100,0.87,overcast clouds
647,Lahaina,US,2022-01-13 03:04:31,20.8783,-156.6825,80.35,92,5,5.17,clear sky
648,Manaus,BR,2022-01-13 03:04:32,-3.1019,-60.025,79.29,94,75,5.75,broken clouds
649,Acapulco,MX,2022-01-13 03:05:32,16.8634,-99.8901,78.62,83,0,3.44,clear sky
650,Nan,TH,2022-01-13 03:05:32,18.8333,100.6667,77.85,48,98,1.16,overcast clouds
651,Bonthe,SL,2022-01-13 03:05:33,7.5264,-12.505,79.47,82,9,6.49,clear sky
652,Sapatgram,IN,2022-01-13 03:05:33,26.3334,90.109,62.55,79,49,8.72,scattered clouds
653,Campbellton,CA,2022-01-13 03:05:30,48.0075,-66.6727,10.85,97,100,1.99,overcast clouds
654,Katherine,AU,2022-01-13 03:05:33,-14.4667,132.2667,75.52,94,75,10.36,heavy intensity shower rain
655,Abu Zabad,SD,2022-01-13 03:05:34,12.35,29.25,75.33,41,20,9.69,few clouds
656,Bitung,ID,2022-01-13 03:05:34,1.4451,125.1824,88.65,68,99,11.23,overcast clouds
657,Yingcheng,CN,2022-01-13 03:05:34,30.95,113.55,42.4,36,85,12.19,overcast clouds
658,Kunyang,CN,2022-01-13 03:05:34,27.6658,120.5658,52.39,49,70,6.13,broken clouds
659,Buala,SB,2022-01-13 03:05:35,-8.145,159.5921,83.03,83,100,12.06,moderate rain
660,Fukue,JP,2022-01-13 03:05:35,32.6881,128.8419,47.86,68,100,32.19,overcast clouds
661,Minab,IR,2022-01-13 03:05:35,27.1467,57.0801,51.3,67,0,2.53,clear sky
662,Fushun,CN,2022-01-13 03:00:53,41.8558,123.9233,17.31,56,6,6.62,clear sky
663,Arapiraca,BR,2022-01-13 03:05:36,-9.7525,-36.6611,72.86,87,55,4.45,broken clouds
664,Timbiqui,CO,2022-01-13 03:05:36,2.7717,-77.6654,74.88,92,90,3.62,light rain
665,Thoen,TH,2022-01-13 03:05:36,17.6129,99.2161,78.57,46,92,1.34,overcast clouds
666,Sharya,RU,2022-01-13 03:05:37,58.3686,45.5144,-4.97,100,82,2.55,broken clouds
667,Maubin,MM,2022-01-13 03:05:37,16.7333,95.65,77.16,51,62,5.32,broken clouds
668,Sheoganj,IN,2022-01-13 03:05:37,25.15,73.0667,52.32,58,0,3.04,clear sky
669,Khandyga,RU,2022-01-13 03:05:38,62.6667,135.6,-18.02,97,98,0.87,overcast clouds
670,Yazman,PK,2022-01-13 03:05:38,29.1212,71.7446,56.37,41,0,3.0,clear sky
671,Lewiston,US,2022-01-13 03:05:38,44.1003,-70.2148,33.31,78,100,5.75,overcast clouds
672,Fatehpur,IN,2022-01-13 03:05:39,25.9333,80.8,54.5,70,50,1.14,scattered clouds
673,Urusha,RU,2022-01-13 03:05:39,54.05,122.9,-8.32,87,99,1.74,overcast clouds
674,Guarapari,BR,2022-01-13 03:05:39,-20.6667,-40.4975,77.9,88,0,3.78,clear sky
675,Eqbaliyeh,IR,2022-01-13 03:05:39,35.3022,51.5358,49.82,54,41,4.21,scattered clouds
676,Osoyoos,CA,2022-01-13 03:05:40,49.0331,-119.4524,41.34,97,100,3.71,overcast clouds
677,Tamworth,GB,2022-01-13 03:05:40,52.634,-1.6959,39.45,94,0,3.0,clear sky
678,Imeni Poliny Osipenko,RU,2022-01-13 03:05:40,52.4201,136.4853,10.24,90,100,12.97,overcast clouds
